Valores de k,Exactiud media,Desviación
7.0,0.999865229110512,0.00026954177897575704
5.0,0.999865229110512,0.00026954177897575704
6.0,0.9997304582210242,0.0005390835579514697
9.0,0.9993261455525605,0.0010439308210801845
8.0,0.9993261455525605,0.0010439308210801845
