Valores de k,Exactiud media,Desviación
5.0,0.9994609164420485,0.00078584257342929
7.0,0.999191374663073,0.0013066522526728546
6.0,0.999191374663073,0.0013066522526728546
29.0,0.998921832884097,0.0009140606446260481
9.0,0.998921832884097,0.001387551231938942
