Valores de k,Exactiud media,Desviación
5.0,1.0,0.0
7.0,0.999865229110512,0.00026954177897575704
6.0,0.9997304582210242,0.00033011991142632366
9.0,0.9995956873315365,0.0005390835579514753
8.0,0.9994609164420485,0.0005042664941743795
