Valores de C,Exactiud media,Desviación
1.0,0.9269541778975741,0.004441309178782765
2.0,0.9269541778975741,0.004145163476881295
3.0,0.9268194070080863,0.004123196372177428
5.0,0.9268194070080863,0.004123196372177428
7.0,0.9268194070080863,0.004123196372177428
