Valores de C,Exactiud media,Desviación
10.0,0.9867924528301886,0.0025783189312276016
9.0,0.9867924528301886,0.0025783189312276016
8.0,0.9867924528301886,0.0025783189312276016
7.0,0.9867924528301886,0.0025783189312276016
6.0,0.9867924528301886,0.0025783189312276016
