Valores de C,Exactiud media,Desviación
6.0,0.8289757412398921,0.017255937539266
7.0,0.8265498652291106,0.014686935553450431
8.0,0.8252021563342318,0.015639231191782912
5.0,0.8242587601078167,0.02494317544235126
4.0,0.8242587601078167,0.029976754216091
