Valores de k,Exactiud media,Desviación
6.0,0.9818059299191375,0.0025570978384110922
5.0,0.9804582210242587,0.0020439017369411287
8.0,0.980188679245283,0.0032624577997062403
7.0,0.9785714285714284,0.002807637015633381
10.0,0.9783018867924529,0.002742181933878152
