Valores de k,Exactiud media,Desviación
5.0,0.9871967654986523,0.002130914865342572
7.0,0.986388140161725,0.0018281212892520898
6.0,0.986388140161725,0.0018281212892520898
18.0,0.9862533692722373,0.002814098789463736
25.0,0.9861185983827493,0.0023575277202878826
