Valor de C,Exactiud media,Desviación
1.0,0.9865229110512128,0.002087861642160326
2.0,0.9973045822102427,0.0009529740986341698
3.0,0.9964959568733154,0.0011593430279033456
4.0,0.9964959568733154,0.001877141277248524
5.0,0.9975741239892184,0.002279182550577849
6.0,0.9975741239892184,0.002279182550577849
7.0,0.9975741239892184,0.002279182550577849
8.0,0.9979784366576819,0.0024850524143646426
9.0,0.9982479784366577,0.0026133045053457113
10.0,1.0,0.0
