Valores de k,Exactiud media,Desviación
5.0,0.9994609164420485,0.00078584257342929
9.0,0.9987870619946092,0.0015007451112749408
8.0,0.9987870619946092,0.0015007451112749408
7.0,0.9987870619946092,0.0015007451112749408
6.0,0.9987870619946092,0.0015007451112749408
