Valores de C,Exactiud media,Desviación
10.0,1.0,0.0
9.0,0.9991913746630727,0.0016172506738544533
8.0,0.9991913746630727,0.0016172506738544533
7.0,0.9979784366576819,0.0013477088948787186
6.0,0.9977088948787062,0.0010085329883487918
